iter	Logloss
0	0.637611007111	0.585630863822	0.5396968104
3	0.4969444435
4	0.459819642
5	0.423235065
6	0.3896566192
7	0.3587086111
8	0.3324498438
9	0.3097760757
10	0.2883159426
11	0.2674283667
12	0.2493548274
13	0.2330175158
14	0.2174933728
115	0.201913303616	0.1905506265
17	0.17940504
1818	0.1659735541919	0.1566617946
20	0.1475979732
21	0.1385682322	22	0.1309578523	23	0.1238321624	24	0.1172974525	25	0.111606426	026	0.105903727	027	0.100465428	028	0.0953243329	029	0.09118181091
30	0.08691333731
31	0.08315080587
32	0.07968774554
33	0.07644918644
34	0.07311279155
35	0.07029622605
36	0.06768439191
37	0.0660798413
38	0.06419185479
39	0.06195812041
40	0.05987782624
41	0.05830277742	0.05496598895
43	43	0.05431336107
44	0.05268320388
45	0.0514927417
46	0.05011449887
47	0.04872917141
48	0.04742933058
49	0.04621506129
50	0.04534856149
51	0.04442361799
52	0.04351613535
53	0.04245399369
54	0.04164314755
55	0.04028445922
56	0.03923696091
57	0.0385547029
58	0.03794575361
59	0.03709433932
60	0.036637728
61	0.0362284041
62	0.03576204664
63	0.03528891096
64	0.03484734391
65	0.03420547873
66	0.03377167996
67	0.03337682054
68	0.03305392822
69	0.03268758105
70	0.03203211436
71	0.03158271928
72	0.0312598476
73	0.03100293276
74	0.03055085862
75	0.03025277624
76	0.02979754723
77	0.02966719732
78	0.02941720517
79	0.02922727461
80	0.02873425921
81	0.02811323803
82	0.02793084853
83	0.02750797386
84	0.02731633653
85	0.02712203752
86	0.02699508952
87	0.02681931347
88	0.02667578108
89	0.0265720075
90	0.02643250879
91	0.02601100189
92	0.02597312428
93	0.02584478499
94	0.02578185594
95	0.0256774896
96	0.02537043181
97	0.02527963471
98	0.0251086919
99	0.02487734917
100	0.02473434098
101	0.02487314461
102	0.02480841793
103	0.02447587907
104	0.02434716996
105	0.02417888242
106	0.02407534232
107	0.02398417612
108	0.02392268925
109	0.02369704775
110	0.02359837595
111	0.0235204879
112	0.02328327316
113	0.02311727321
114	0.02296952872
115	0.0228654088
116	0.02277518608
117	0.02269397064
118	0.02244127962
119	0.02233140528
120	0.02221271547
121	0.02216068123
122	0.0220219302
123	0.02181028439
124	0.02176538656
125	0.02169741814
126	0.0215766215
127	0.02153068426
128	0.02146941358
129	0.02137996777
130	0.02126866215
131	0.02113443004
132	0.02094770342
133	0.0208931603
134	0.02082324363
135	0.02076388589
136	0.02066525813
137	0.02056149183
138	0.02052559015
139	0.02044907699
140	0.02034670437
141	0.02027384829
142	0.02018470502
143	0.02013149328
144	0.02005731686
145	0.01986676999
146	0.019705606
147	0.0196383062
148	0.01959559807
149	0.01947938098
150	0.01942639559
151	0.01935714547
152	0.01934896881
153	0.01933191211
154	0.01928417806
155	0.0192193872
156	0.0191635197
157	0.01913047057
158	0.01897493071
159	0.01892254494
160	0.01876210588
161	0.01862135224
162	0.01856674612
163	0.01849842743
164	0.01844134959
165	0.01844136152
166	0.01836257919
167	0.01829721409
168	0.01816796039
169	0.01809097184
170	0.01805230595
171	0.01798464526
172	0.01790415101
173	0.01785894127
174	0.01769453126
175	0.01767819321
176	0.01763120461
177	0.0175695446
178	0.01754235496
179	0.01749577394
180	0.01740745793
181	0.01728642753
182	0.01724894376
183	0.01720999625
184	0.01711739578
185	0.01701828571
186	0.01699259904
187	0.01697204552
188	0.01692289364
189	0.01690289336
190	0.01678825587
191	0.01672674049
192	0.01669487074
193	0.01664654348
194	0.01651183561
195	0.01648748142
196	0.01642411313
197	0.0163879198	0.0152009877
199	0.01520050909
200	0.0151455962
201	0.01505658164
202	0.01500042924
203	0.01494989397
204	0.01492408456
205	0.01487902249
206	0.01479850072
207	0.0147415614
208	0.01471875671
209	0.01465783165
210	0.01458298707
211	0.01450989317
212	0.01441680915
213	0.0143803155
214	0.01434142491
215	0.01429204007
216	0.01424110338
217	0.01422131221
218	0.01417521699
219	0.01416029965
220	0.01412061684
221	0.01404109782
222	0.01402783858
223	0.01395659481
224	0.01388309363
225	0.01386985788
226	0.0138562362
227	0.01382383853
228	0.01379298729
229	0.01375342224
230	0.01374312565
231	0.01371232774
232	0.01367303433
233	0.01360016819
234	0.01355909463
235	0.01354789124
236	0.01352548479
237	0.01349293662
238	0.0134663001
239	0.0134476402
240	0.01340373833
241	0.01338854922
242	0.01333835518
243	0.01329090599
244	0.01322834267
245	0.01319282126
246	0.01317611164
247	0.01314770394
248	0.0131406217
249	0.01307850755
250	0.01305158481
251	0.01299531756
252	0.01295053412
253	0.01288940679
254	0.01282010112
255	0.01275950104
256	0.01272437049
257	0.01270239351
258	0.0126391294
259	0.01261344248
260	0.01258384345
261	0.01255106571
262	0.01252454702
263	0.01249944037
264	0.01248899443
265	0.01245912629
266	0.01241746041
267	0.01238884977
268	0.0123510385
269	0.01233649068
270	0.01230205358
271	0.01228131322
272	0.01225530053
273	0.0122443688
274	0.01221231884
275	0.01221067655
276	0.01220229232
277	0.01215736126
278	0.01212803617
279	0.01211616978
280	0.01207234056
281	0.01203779857
282	0.01200466979
283	0.01195702492
284	0.0118996421
285	0.01189282225
286	0.01187419476
287	0.01185956455
288	0.01183446596
289	0.01182038434
290	0.01179432271
291	0.01179417585
292	0.01177108708
293	0.01172478945
294	0.01171085479
295	0.01169642895
296	0.01168794352
297	0.01167053544
298	0.0116509202
299	0.01162270001
300	0.01161032726
301	0.01156279717
302	0.01155665198
303	0.01154888639
304	0.01152620848
305	0.01150509375
306	0.01149366036
307	0.01148566308
308	0.01147430815
309	0.01144342661
310	0.01141337883
311	0.01141342804
312	0.01139335867
313	0.0113933855
314	0.01136278962
315	0.01134395765
316	0.01133792701
317	0.01131831043
318	0.01130861974
319	0.01127801041
320	0.01125437055
321	0.01120927715
322	0.01118356975
323	0.01115639574
324	0.0111437609
325	0.01111665931
326	0.01110066188
327	0.01107439034
328	0.01106209671
329	0.01105429513
330	0.01104928236
331	0.01103319085
332	0.01102009448
333	0.01100172484
334	0.01098105584
335	0.01097461337
336	0.01096125887
337	0.01094944855
338	0.01092592228
339	0.01091314464
340	0.01089421316
341	0.01088074833
342	0.01085816417
343	0.01085816417
344	0.0108547006
345	0.01082427427
346	0.01080178256
347	0.01079027595
348	0.01077269903
349	0.01076749872
350	0.0107421154
351	0.01071379619
352	0.01069946335
353	0.01067791197
354	0.01067004908
355	0.01066713815
356	0.01066246951
357	0.01065712599
358	0.01063618439
359	0.01061444926
360	0.01058697324
361	0.01057286502
362	0.01055522283
363	0.01054506374
364	0.01053676116
365	0.01052743904
366	0.0105072404
367	0.0105072404
368	0.01050726724
